method,camera_frame,split,ground_truth_count,prediction_count,tp,fp,fn,precision,recall,f1,source_mode,detail_available
vision_only_tiled,396,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,397,test,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,398,test,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,399,test,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,400,test,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,401,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,402,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,403,test,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,404,test,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,405,test,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,406,test,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,407,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,408,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,409,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,410,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,411,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,412,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,413,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,414,test,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,415,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,416,test,8,3,2,1,6,0.6666666666666666,0.25,0.36363636363636365,prediction_jsonl,True
vision_only_tiled,417,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,418,test,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
radar_confidence_gated,119,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,120,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,121,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,122,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,123,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,124,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,125,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,126,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,127,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,128,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,129,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,130,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,131,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,132,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,133,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,134,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,135,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,136,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,137,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,138,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,139,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,140,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,141,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,142,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,143,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,144,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,145,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,146,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,147,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,148,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,149,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,150,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,151,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,152,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,153,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,154,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,155,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,156,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,157,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,158,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,159,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,160,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,161,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,162,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,163,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,164,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,165,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,166,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,167,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,168,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,169,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,170,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,171,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,172,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
radar_confidence_gated,173,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,174,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,175,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,176,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,177,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,178,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,179,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,180,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,181,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,182,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,183,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
radar_confidence_gated,184,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,185,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,186,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,187,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,188,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,189,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,190,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,191,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
radar_confidence_gated,192,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,193,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,194,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,195,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
radar_confidence_gated,196,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,197,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,198,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
radar_confidence_gated,199,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
radar_confidence_gated,200,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,201,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,202,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,203,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,204,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,205,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,206,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,207,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,208,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,209,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,210,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
radar_confidence_gated,211,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,212,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,213,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,214,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,215,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
radar_confidence_gated,216,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
radar_confidence_gated,217,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,218,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
radar_confidence_gated,219,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,220,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
radar_confidence_gated,221,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,222,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,223,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,224,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,225,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,226,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,227,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,228,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,229,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,230,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,231,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,232,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,233,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,234,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
radar_confidence_gated,235,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,236,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,237,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
radar_confidence_gated,238,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,239,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
radar_confidence_gated,240,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,241,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,242,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,243,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,244,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,245,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,246,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,247,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,248,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,249,train,8,3,2,1,6,0.6666666666666666,0.25,0.36363636363636365,prediction_jsonl,True
radar_confidence_gated,250,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,251,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,252,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,253,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,254,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,255,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,256,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,257,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,258,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,259,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,260,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,261,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,262,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,263,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,264,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,265,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,266,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,267,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,268,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,269,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
radar_confidence_gated,270,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,271,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,272,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,273,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,274,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,275,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,276,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,277,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,278,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,279,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,280,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,281,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,282,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,283,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,284,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,285,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,286,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,287,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,288,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,289,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,290,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,291,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,292,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,293,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,294,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,295,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,296,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,297,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,298,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,299,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,300,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,301,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,302,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,303,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,304,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,305,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,306,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,307,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,308,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,309,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,310,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,311,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,312,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,313,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,314,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,315,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,316,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,317,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,318,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,319,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
radar_confidence_gated,320,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,321,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
radar_confidence_gated,322,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,323,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,324,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,325,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,326,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,327,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,328,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,329,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,330,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,331,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,332,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,333,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,334,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,335,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,336,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,337,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,338,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,339,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,340,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,341,val,8,3,2,1,6,0.6666666666666666,0.25,0.36363636363636365,prediction_jsonl,True
radar_confidence_gated,342,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,343,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,344,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,345,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,346,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,347,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,348,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,349,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,350,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,351,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,352,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,353,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,354,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,355,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,356,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,357,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,358,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,359,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,360,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,361,val,8,3,2,1,6,0.6666666666666666,0.25,0.36363636363636365,prediction_jsonl,True
radar_confidence_gated,362,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,363,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,364,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,365,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,366,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,367,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,368,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
radar_confidence_gated,369,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
